fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;label
-0.1321918910091846;1.426442810319755;-0.8674309356056437;0.9833476887409429;0.39228461001339093;-1.2008456287634983;-1.055953989228212;0.9887780339385585;0.30141709455740234;-1.1531846862038688;-0.8721398859267278;0
-0.07600116582998039;-1.2386815216354823;0.6863028803148086;-0.22634647438436117;-1.1157292215256678;-0.9970361947483258;-1.1510188125139416;-0.7376423230975605;-0.03401801067177382;0.2537296378462818;0.7394801315590191;1
-0.7502898679804332;0.5191664419945677;-0.9710131900003405;-0.6662352609753811;-0.2674714412849473;-0.7932267607331535;-0.7073829705138704;0.5828798308736282;1.1064613471074287;-0.8569921969301527;-1.346145773422536;0
-0.6379084176220242;1.7383190619315378;-1.3853422075791277;-0.44629086767987125;3.973817459918657;-1.2008456287634983;-1.119330538085365;-0.34798004815527306;0.5026781576949104;-0.9310403192485817;-0.3981339984309197;0
1.7221020399045621;-1.5222053867371033;0.8934673891042021;1.3132642786842081;-0.5030986024629255;-0.9970361947483258;-0.8658243426567529;1.0158379141428833;-1.3086714105426474;1.2904033503042864;-1.0617422409250503;1
-0.5255269672636153;3.7229861176428853;-1.3853422075791277;2.0280835568946154;0.7221626356625604;-1.0989409117559121;-1.0242657147996355;-0.06655729403022426;2.11276666279496;-0.7829440746117237;0.265474244063211;0
-1.5369600204892955;0.43410928246408137;-1.1263865715923858;-0.00640208108885155;-0.40884773799173424;0.3277251263502949;-0.675694696085294;-2.242171662458181;1.643157515474113;-0.7088959522932946;2.351100149044768;0
-1.8179136463853176;-0.6149290184119163;-1.3853422075791277;-0.6662352609753811;-1.7754852728240065;0.22582040934270867;1.3206665929150259;-2.7887812425856358;2.4482017680241395;0.623970249438426;3.0147083915388984;1
-0.469336242084411;-0.7283385644525645;-0.4531019180268565;-0.886179654270891;-0.12609514457816043;0.8372487113882259;0.3700183600577307;-0.12067705443887362;0.1672430524657313;-0.48675158533800844;-0.9669410634258891;0
-0.6379084176220242;0.2356425768929465;-1.0745954443950374;-0.886179654270891;-0.2674714412849473;-0.6913220437255672;-0.6123181472281409;0.2581612684216719;0.30141709455740234;0.401825882483139;-0.7773387084275665;1
-0.694099142801229;-1.7490244788184004;1.152423025090944;-0.6662352609753811;-2.0111124340019844;-0.7932267607331535;-0.8975126170853295;-1.7767417229437605;0.5026781576949104;-0.6348478299748657;1.8770942615489596;1
-0.18838261618838884;0.5191664419945677;0.3237649899333697;0.32351450885441363;0.2980337455421997;0.022010975327536247;-0.29543540294237586;0.2581612684216719;-0.03401801067177382;-0.48675158533800844;0.265474244063211;1
-0.469336242084411;0.29234734991327077;1.5149609154723833;0.7634032954454333;3.361186840855914;-1.0989409117559121;-1.0242657147996355;-1.0623608855495168;-0.7048882211301291;2.845413918991295;1.1186848415556658;1
-0.6379084176220242;0.575871215014892;-1.3853422075791277;-0.5562630643276263;0.7221626356625604;-0.18179845868763617;-0.2637471285137994;0.01462234658274979;0.36850411560323937;-0.48675158533800844;-1.346145773422536;1
0.4859060859620639;0.575871215014892;-0.2977285364348113;0.32351450885441363;0.7221626356625604;1.346772296426157;0.5918362810577662;1.1240774349601819;-0.2352790738092819;-0.48675158533800844;-0.7773387084275665;0
0.37352463560365545;-0.44481469935094353;1.152423025090944;0.21354231220665856;0.10953201659981777;0.5315345603654673;0.9087190253435313;1.0699576745515325;0.2343300735115683;-0.5607997076564374;-0.6825375309284052;0
0.4297153607828597;-0.1612908342493226;0.16839160834132433;-0.5562630643276263;-0.7858511958764988;-0.7932267607331535;-0.929200891513906;0.5504079746284025;0.03306901037406022;0.475874004801568;0.07587188906488843;1
1.6659113147253577;-0.9551576565338614;2.032872187445867;-0.00640208108885155;1.9474238737880458;-1.3027503457710845;-1.2143953613710945;-0.16397286276584117;-0.7719752421759631;-0.8569921969301527;1.4030883740531515;1
-0.5255269672636153;-1.0118624295541858;0.3237649899333697;-0.00640208108885155;-0.6444748991697118;-0.6913220437255672;-0.6440064216567174;-1.0948327417946824;0.30141709455740234;-0.3386553407011504;1.4030883740531515;1
-0.4131455169052068;1.171271331728296;-1.281759953184431;0.1035701155589035;-0.5030986024629255;-0.589417326717981;-1.0242657147996355;-0.7268183710158186;1.3077224102449339;0.475874004801568;1.2134860190548271;1
-0.5255269672636153;0.12223303085229863;-0.40131079082950805;-0.6662352609753811;0.015281152128626496;-0.07989374168004997;-0.3905002262281054;-0.09361717423454893;1.1735483681532657;0.2537296378462818;0.07587188906488843;0
-0.469336242084411;0.575871215014892;0.01301822674927927;-0.44629086767987125;0.06240658436422213;0.12391569233512245;1.4157314162007553;-0.3046842398283055;-0.369453115900953;-0.48675158533800844;-0.5877363534292422;1
-0.35695479172600203;2.1919572460941317;-0.763848681210947;-0.22634647438436117;2.889932518499957;-0.8951314777407396;-0.7390712449424469;-0.17479681484758305;0.2343300735115683;0.031585270890994714;-0.2085316434325971;1
